#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-04-03T15:28:05 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ551ead82562d	
#INFO	-out.max=99999	
#INFO	queryParameters=14	
#-oc.form=sexa
#-out.max=99999
#-out.add=_RAJ,_DEJ
#-order=I
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-out=Name
#-out=Type
#-out=size
#-out=mag
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(A7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
#Column	Type	(A3)	Object classification (1)	[ucd=src.class]
#Column	size	(F5.1)	? Largest dimension	[ucd=phys.angSize]
#Column	mag	(F4.1)	? Integrated magnitude, visual or photographic (see n_mag)	[ucd=phot.mag;em.opt]
_RAJ2000	_DEJ2000	Name	Type	size	mag
11 28 24.1	+09 41 00	I2855	   	     	
11 28 30.1	+58 33 00	 3690	 Gx	  2.4	12.0
11 28 30.1	+58 34 00	I 694	 Gx	  1.2	
11 28 30.1	+09 06 00	I2857	   	     	
11 28 36.1	+09 05 00	I 696	 Gx	  1.0	14.0
11 28 36.1	-01 37 00	I 697	 Gx	     	15.0
11 28 36.1	+13 40 00	I2858	   	     	
11 28 42.1	+20 48 00	 3697	 Gx	     	14.0
11 28 42.1	+09 07 00	I2859	   	     	
11 28 42.1	+14 02 00	I2860	   	     	
11 28 42.1	+10 08 00	I2862	   	     	
11 28 48.1	-11 15 00	 3696	 Gx	     	
11 28 54.1	+35 24 00	 3694	 Gx	  1.0	13.0
11 28 54.1	+09 06 00	I2863	   	     	
11 29 00.1	+35 40 00	 3698	  -	     	
11 29 00.1	+09 06 00	I 698	 Gx	  1.0	14.0
11 29 00.1	+38 51 00	I2861	 Gx	  0.2	14.0
11 29 00.1	+12 22 00	I2864	   	     	
11 29 00.1	+09 07 00	I2865	  *	     	
11 29 00.1	+09 03 00	I2866	  *	     	
11 29 00.1	+09 05 00	I2867	   	     	
11 29 00.1	-62 57 00	I2872	 Nb	 12.0	
11 29 06.1	+08 59 00	I 699	 Gx	  1.3	15.0
11 29 06.1	+09 06 00	I2868	   	     	
11 29 06.1	+09 01 00	I2869	   	     	
11 29 06.1	+11 52 00	I2870	 Gx	  1.4	18.0
11 29 12.1	+35 35 00	 3695	 Gx	     	15.0
11 29 18.1	+20 33 00	I 700	 Gx	  0.8	15.0
11 29 18.1	+08 36 00	I2871	 Gx	  0.7	15.0
11 29 24.1	+24 05 00	 3701	 Gx	     	14.0
11 29 24.1	-11 04 00	 3711	 Gx	     	15.0
11 29 30.1	+35 31 00	 3700	 Gx	     	15.0
11 29 30.1	+13 12 00	I2873	 Gx	  0.6	15.0
11 29 30.1	+10 38 00	I2874	 OC	     	
11 29 36.1	-08 37 00	 3703	  -	     	
11 29 36.1	+12 59 00	I2875	   	     	
11 29 36.1	+09 01 00	I2876	   	     	
11 29 36.1	+12 51 00	I2877	 Gx	     	16.0
11 29 36.1	+09 58 00	I2878	   	     	
11 29 42.1	-36 25 00	 3706	 Gx	  2.9	12.0
11 29 42.1	+09 01 00	I2879	   	     	
11 29 54.1	+13 12 00	I2880	   	     	
11 29 54.1	+12 31 00	I2881	   	     	
11 30 00.1	-11 30 00	 3704	 Gx	     	14.0
11 30 06.1	+09 17 00	 3705	 Gx	  5.0	11.0
11 30 06.1	-11 32 00	 3707	  -	     	
11 30 12.1	-08 52 00	 3702	 Gx	     	15.0
11 30 12.1	+11 59 00	I2882	   	     	
11 30 18.1	+10 55 00	I2883	   	     	
11 30 24.1	+09 46 00	I2885	   	     	
11 30 24.1	+11 34 00	I2886	   	     	
11 30 30.1	+09 23 00	I2887	 Gx	     	15.0
11 30 36.1	+09 55 00	I2888	   	     	
11 30 36.1	-13 05 00	I2889	   	     	
11 30 42.1	-03 13 00	 3708	  -	     	
11 30 42.1	-03 15 00	 3709	  -	     	
11 30 48.1	+20 28 00	I 701	 Gx	  0.7	
11 30 48.1	+13 11 00	I2890	   	     	
11 30 48.1	+12 41 00	I2891	   	     	
11 30 48.1	+10 35 00	I2892	   	     	
11 30 54.1	-04 56 00	I 702	   	     	
11 30 54.1	+13 23 00	I2893	 Gx	     	16.0
11 31 00.1	+22 46 00	 3710	 Gx	     	14.0
11 31 00.1	+13 13 00	I2894	 Gx	     	16.0
11 31 00.1	+09 59 00	I2895	   	     	
11 31 06.1	+28 34 00	 3712	 Gx	     	15.0
11 31 12.1	+12 21 00	I2896	   	     	
11 31 18.1	+11 33 00	I2897	   	     	
11 31 18.1	+13 20 00	I2898	   	     	
11 31 18.1	+10 38 00	I2899	   	     	
11 31 30.1	-14 12 00	 3715	 Gx	     	13.0
11 31 30.1	-30 19 00	 3717	 Gx	  5.8	12.0
11 31 30.1	+13 10 00	I2900	   	     	
11 31 30.1	+12 42 00	I2901	   	     	
11 31 36.1	+28 09 00	 3713	 Gx	     	14.0
11 31 36.1	+14 13 00	I2902	   	     	
11 31 42.1	+03 30 00	 3716	 Gx	     	14.0
11 31 42.1	+12 38 00	I2903	   	     	
11 31 42.1	+13 11 00	I2904	   	     	
11 31 48.1	+28 22 00	 3714	 Gx	     	14.0
11 31 48.1	-11 36 00	I 703	   	     	
11 31 48.1	+09 06 00	I2905	   	     	
11 31 48.1	+13 08 00	I2906	   	     	
11 31 48.1	+09 54 00	I2907	   	     	
11 31 48.1	+12 56 00	I2908	   	     	
11 31 48.1	+11 28 00	I2909	   	     	
11 31 48.1	-30 25 00	I2913	 Gx	  0.4	14.0
11 31 54.1	-11 33 00	I 704	   	     	
11 31 54.1	-09 45 00	I2910	 Gx	  0.3	15.0
11 32 06.1	+12 59 00	I2911	   	     	
11 32 06.1	+11 43 00	I2912	   	     	
11 32 12.1	+00 49 00	 3719	 Gx	  2.0	14.0
11 32 12.1	+13 30 00	I2914	 Gx	     	15.0
11 32 18.1	+14 29 00	I2915	   	     	
11 32 18.1	+11 41 00	I2916	   	     	
11 32 18.1	+10 57 00	I2917	   	     	
11 32 24.1	+00 48 00	 3720	 Gx	  1.1	13.3
11 32 24.1	-09 58 00	 3723	 Gx	     	14.0
11 32 24.1	+13 15 00	I2918	   	     	
11 32 36.1	+53 04 00	 3718	 Gx	  8.7	10.5
11 32 36.1	+14 11 00	I2919	   	     	
11 32 48.1	+12 34 00	I2920	   	     	
11 32 48.1	+10 18 00	I2921	   	     	
11 32 54.1	+50 14 00	I 705	 Gx	  0.3	15.0
11 32 54.1	+12 55 00	I2922	   	     	
11 32 54.1	+13 10 00	I2923	   	     	
11 32 54.1	+09 01 00	I2924	   	     	
11 33 06.1	-13 22 00	I 706	 Gx	  1.2	15.0
11 33 06.1	+12 26 00	I2926	   	     	
11 33 06.1	+13 05 00	I2927	   	     	
11 33 12.1	+24 27 00	 3728	 Gx	     	14.0
11 33 12.1	+34 16 00	I2925	   	     	
11 33 18.1	+47 02 00	 3726	 Gx	  6.0	10.4
11 33 30.1	+34 18 00	I2928	 Gx	  1.2	15.0
11 33 30.1	+12 08 00	I2929	   	     	
11 33 36.1	+21 22 00	I 707	 Gx	  0.6	14.0
11 33 42.1	+61 53 00	 3725	 Gx	  1.4	14.0
11 33 42.1	-13 52 00	 3727	 Gx	     	
11 33 42.1	+10 05 00	I2930	 Gx	     	16.0
11 33 48.1	+53 08 00	 3729	 Gx	  3.1	11.4
11 33 48.1	+12 28 00	I2931	   	     	
11 33 54.1	+49 03 00	I 708	 Gx	  1.7	14.0
11 33 54.1	+10 33 00	I2932	   	     	
11 34 12.1	+12 32 00	 3731	 Gx	     	14.0
11 34 12.1	-09 51 00	 3732	 Gx	  1.3	13.0
11 34 12.1	+49 02 00	I 709	 Gx	     	15.0
11 34 12.1	+34 18 00	I2933	 Gx	  1.4	15.0
11 34 18.1	+13 20 00	I2934	 Gx	  0.6	15.0
11 34 24.1	-09 35 00	 3721	 Gx	     	15.0
11 34 24.1	+25 51 00	I 710	 Gx	     	16.0
11 34 30.1	-09 39 00	 3722	 Gx	     	16.0
11 34 30.1	-09 41 00	 3724	 Gx	     	15.0
11 34 42.1	-09 37 00	 3730	 Gx	     	
11 34 42.1	-14 06 00	 3734	 Gx	     	14.0
11 34 42.1	+48 57 00	I 711	 Gx	     	15.0
11 34 48.1	+49 04 00	I 712	 Gx	  1.6	
11 34 48.1	+16 51 00	I 713	   	     	
11 34 48.1	+10 15 00	I2935	   	     	
11 34 54.1	+13 01 00	I2936	   	     	
11 35 00.1	+54 51 00	 3733	 Gx	  4.8	12.0
11 35 06.1	+10 06 00	I2937	   	     	
11 35 24.1	-37 56 00	 3742	 Gx	     	
11 35 36.1	+73 28 00	 3736	 Gx	     	15.0
11 35 36.1	+54 57 00	 3737	 Gx	  1.3	14.0
11 35 36.1	+25 04 00	 3739	 Gx	     	15.0
11 35 36.1	+13 41 00	I2938	 Gx	     	15.0
11 35 36.1	+10 42 00	I2939	   	     	
11 35 48.1	+54 31 00	 3738	 Gx	  2.6	11.7
11 35 48.1	+21 44 00	 3743	 Gx	     	15.0
11 35 48.1	+23 00 00	 3744	 Gx	     	15.0
11 35 48.1	-37 59 00	 3749	 Gx	     	
11 36 00.1	+70 32 00	 3735	 Gx	  4.2	12.0
11 36 00.1	+45 18 00	 3741	 Gx	     	14.0
11 36 00.1	+21 46 00	I2940	 D*	     	
11 36 06.1	-61 37 00	 3766	 OC	 12.0	 5.3
11 36 06.1	-12 34 00	 3777	 Gx	     	14.0
11 36 12.1	+59 59 00	 3740	 Gx	     	15.0
11 36 12.1	+10 03 00	I2941	 Gx	  0.8	15.0
11 36 12.1	+11 49 00	I2942	   	     	
11 36 24.1	+21 36 00	 3758	 Gx	     	15.0
11 36 24.1	-09 50 00	 3763	 Gx	     	13.0
11 36 30.1	-09 51 00	I 714	   	     	
11 36 36.1	+36 25 00	 3755	 Gx	  3.2	13.0
11 36 36.1	-63 02 00	I2944	C+N	 75.0	 4.5
11 36 42.1	+54 51 00	I2943	 Gx	  0.4	14.8
11 36 48.1	+54 18 00	 3756	 Gx	  4.4	11.5
11 36 48.1	+23 00 00	 3761	 Gx	     	15.0
11 36 54.1	+54 49 00	 3759	 Gx	  1.5	14.0
11 36 54.1	+17 54 00	 3764	 Gx	     	15.0
11 36 54.1	-08 22 00	I 715	   	     	
11 37 06.1	+58 26 00	 3757	 Gx	     	13.0
11 37 06.1	+24 07 00	 3765	 Gx	     	15.0
11 37 06.1	+12 55 00	I2945	 Gx	  1.2	15.0
11 37 12.1	+17 51 00	 3768	 Gx	     	13.0
11 37 18.1	+16 53 00	 3767	 Gx	     	14.0
11 37 30.1	+74 59 00	 3747	  -	     	
11 37 30.1	+61 46 00	 3762	 Gx	     	13.0
11 37 30.1	+32 14 00	I2946	 Gx	     	15.0
11 37 30.1	+31 22 00	I2947	 Gx	  0.6	15.0
11 37 36.1	+75 17 00	 3752	   	     	
11 37 42.1	+22 01 00	 3745	 Gx	  0.4	
11 37 42.1	+22 00 00	 3746	 Gx	  1.3	15.0
11 37 42.1	+47 54 00	 3769	 Gx	  3.2	12.0
11 37 48.1	+22 02 00	 3748	 Gx	  0.8	
11 37 48.1	+22 42 00	 3772	 Gx	     	14.0
11 37 54.1	+21 58 00	 3750	 Gx	  0.9	
11 37 54.1	+21 56 00	 3751	 Gx	  0.4	15.0
11 37 54.1	+21 59 00	 3753	 Gx	  2.0	15.0
11 37 54.1	+21 59 00	 3754	 Gx	  0.4	
11 38 00.1	+59 37 00	 3770	 Gx	     	13.0
11 38 06.1	-09 36 00	 3789	 Gx	     	16.0
11 38 12.1	+12 07 00	 3773	 Gx	  1.6	13.0
11 38 18.1	-10 37 00	 3775	 Gx	     	15.0
11 38 18.1	-03 20 00	 3776	 Gx	     	
11 38 24.1	-09 20 00	 3771	 Gx	     	
11 38 24.1	-50 43 00	 3778	 Gx	  1.4	
11 38 36.1	-08 59 00	 3774	 Gx	     	15.0
11 38 48.1	-63 32 00	I2948	 Nb	 60.0	
11 38 54.1	-10 37 00	 3779	   	     	
11 39 00.1	+26 22 00	 3781	 Gx	     	15.0
11 39 00.1	-37 45 00	 3783	 Gx	  1.9	13.0
11 39 06.1	-00 13 00	I 716	 Gx	  1.7	15.0
11 39 18.1	+46 31 00	 3782	 Gx	  1.7	13.0
11 39 24.1	+56 16 00	 3780	 Gx	  3.1	12.0
11 39 24.1	+26 20 00	 3784	 Gx	     	15.0
11 39 24.1	+31 52 00	 3793	 Gx	     	15.0
11 39 24.1	-10 39 00	I 717	  ?	     	
11 39 30.1	+26 19 00	 3785	 Gx	     	15.0
11 39 36.1	+55 11 00	 3794	 Gx	     	15.0
11 39 42.1	+31 55 00	 3786	 Gx	  2.4	13.0
11 39 42.1	+20 29 00	 3787	 Gx	     	14.0
11 39 42.1	+31 56 00	 3788	 Gx	  2.2	13.0
11 39 48.1	+17 43 00	 3790	 Gx	     	14.0
11 39 48.1	-09 23 00	 3791	 Gx	     	14.0
11 39 48.1	+05 00 00	 3792	  -	     	
11 39 54.1	+08 52 00	I 718	 Gx	  1.2	15.0
11 40 06.1	+58 37 00	 3795	 Gx	  2.4	14.0
11 40 06.1	+31 54 00	 3797	 Gx	  0.2	15.0
11 40 12.1	+24 43 00	 3798	 Gx	     	14.0
11 40 12.1	+15 20 00	 3799	 Gx	  0.9	14.0
11 40 12.1	+15 21 00	 3800	 Gx	  2.1	13.0
11 40 18.1	+17 44 00	 3801	 Gx	  3.2	12.1
11 40 18.1	+17 46 00	 3802	 Gx	  1.4	13.6
11 40 18.1	+17 49 00	 3803	 Gx	     	
11 40 18.1	+09 00 00	I 719	 Gx	  1.7	14.0
11 40 36.1	+60 18 00	 3796	 Gx	     	13.0
11 40 42.1	+22 27 00	 3808	 Gx	  0.7	11.9
11 40 48.1	+20 22 00	 3805	 Gx	     	14.0
11 40 48.1	+17 48 00	 3806	 Gx	     	14.0
11 40 48.1	+17 47 00	 3807	 Gx	  1.5	15.0
11 40 54.1	+56 12 00	 3804	 Gx	  2.4	13.0
11 40 54.1	-46 29 00	I2949	   	     	
11 41 00.1	+11 28 00	 3810	 Gx	  4.3	10.8
11 41 06.1	+24 51 00	 3812	 Gx	     	14.0
11 41 18.1	+59 54 00	 3809	 Gx	     	13.0
11 41 18.1	+47 42 00	 3811	 Gx	  2.4	13.0
11 41 18.1	+36 33 00	 3813	 Gx	  2.3	11.7
11 41 30.1	+24 49 00	 3814	 Gx	     	15.0
11 41 36.1	+37 58 00	I2950	 Gx	     	15.0
11 41 42.1	+24 49 00	 3815	 Gx	     	14.0
11 41 48.1	+20 07 00	 3816	 Gx	     	13.0
11 41 54.1	+10 19 00	 3817	 Gx	     	14.0
11 42 00.1	-06 09 00	 3818	 Gx	  2.1	11.8
11 42 06.1	+10 22 00	 3819	 Gx	     	15.0
11 42 06.1	+10 24 00	 3820	 Gx	     	15.0
11 42 12.1	+20 20 00	 3821	 Gx	     	14.0
11 42 12.1	+10 17 00	 3822	 Gx	     	13.0
11 42 12.1	-13 51 00	 3823	 Gx	     	14.0
11 42 18.1	+08 46 00	I 720	 Gx	  1.0	15.0
11 42 24.1	+10 17 00	 3825	 Gx	     	14.0
11 42 24.1	+26 30 00	 3826	 Gx	     	14.0
11 42 30.1	-08 22 00	I 721	 Gx	  1.1	15.0
11 42 36.1	+18 51 00	 3827	 Gx	     	13.0
11 42 36.1	+09 04 00	I 722	   	     	
11 42 48.1	+52 47 00	 3824	 Gx	  1.6	15.0
11 42 54.1	+16 30 00	 3828	 Gx	     	15.0
11 43 00.0	+77 24 00	 3901	 Gx	     	14.0
11 43 00.1	-08 19 00	I 723	   	     	
11 43 12.1	+26 35 00	 3830	 Gx	     	14.0
11 43 12.1	-12 52 00	 3831	 Gx	     	14.0
11 43 24.1	+09 02 00	I 724	   	     	
11 43 24.1	+19 44 00	I2951	 Gx	  1.4	15.0
11 43 30.1	+52 43 00	 3829	 Gx	  1.2	15.0
11 43 30.1	+22 44 00	 3832	 Gx	     	14.0
11 43 30.1	+10 10 00	 3833	 Gx	     	14.0
11 43 30.1	-16 48 00	 3836	 Gx	     	13.0
11 43 30.1	-01 40 00	I 725	 Gx	     	15.0
11 43 36.1	+19 05 00	 3834	 Gx	  1.9	
11 43 42.1	+10 16 00	 3848	 Gx	     	15.0
11 43 48.1	+33 18 00	I 726	   	     	
11 43 54.1	+19 54 00	 3837	 Gx	     	14.0
11 43 54.1	+10 48 00	 3839	 Gx	     	13.0
11 43 54.1	+20 05 00	 3840	 Gx	     	14.0
11 43 54.1	+07 56 00	 3843	 Gx	     	14.0
11 44 00.1	+19 59 00	 3841	 Gx	     	15.0
11 44 00.1	+19 57 00	 3842	 Gx	  1.2	13.0
11 44 00.1	+20 02 00	 3844	 Gx	     	15.0
11 44 06.1	+60 07 00	 3835	 Gx	  2.0	13.0
11 44 06.1	+20 00 00	 3845	 Gx	     	15.0
11 44 12.1	+57 57 00	 3838	 Gx	  1.7	13.0
11 44 12.1	+33 21 00	 3847	   	     	
11 44 12.1	+03 10 00	 3849	  -	     	
11 44 18.1	+19 59 00	 3851	 Gx	     	15.0
11 44 18.1	+33 20 00	 3855	   	     	
11 44 18.1	+33 20 00	I2952	   	     	
11 44 24.1	+10 18 00	 3852	  -	     	
11 44 24.1	+16 34 00	 3853	 Gx	     	13.0
11 44 24.1	+33 20 00	 3856	   	     	
11 44 24.1	+33 20 00	I2953	   	     	
11 44 30.1	+55 40 00	 3846	 Gx	  1.2	15.0
11 44 30.1	-09 22 00	 3854	  -	     	
11 44 30.1	+10 46 00	I 727	 Gx	  1.6	15.0
11 44 36.1	+19 49 00	 3860	 Gx	     	14.0
11 44 48.1	+19 33 00	 3857	 Gx	     	15.0
11 44 48.1	+20 00 00	 3861	 Gx	     	14.0
11 44 54.1	-09 16 00	 3858	 Gx	  1.9	13.0
11 44 54.1	+19 28 00	 3859	 Gx	     	15.0
11 44 54.1	-09 14 00	 3865	 Gx	  2.3	13.0
11 44 54.1	-01 36 00	I 728	 Gx	  1.3	15.0
11 45 06.1	+19 36 00	 3862	 Gx	  1.6	12.6
11 45 06.1	+08 29 00	 3863	 Gx	     	14.0
11 45 06.1	+19 36 00	I2955	 Gx	  1.3	14.0
11 45 12.1	+19 24 00	 3864	 Gx	     	15.0
11 45 12.1	+33 19 00	I 729	 Gx	     	15.0
11 45 12.1	+26 46 00	I2954	 Gx	  1.3	15.0
11 45 12.1	+26 46 00	I2956	 Gx	  1.3	15.0
11 45 18.1	-09 20 00	 3866	 Gx	     	14.0
11 45 24.1	+19 24 00	 3867	 Gx	     	14.0
11 45 24.1	+19 27 00	 3868	 Gx	     	15.0
11 45 24.1	+09 11 00	 3876	 Gx	     	13.0
11 45 36.1	+55 53 00	 3850	 Gx	  2.3	14.0
11 45 36.1	+03 13 00	I 730	 Gx	  0.6	15.0
11 45 36.1	+33 18 00	I2957	   	     	
11 45 42.1	+19 47 00	 3873	 Gx	     	14.0
11 45 42.1	+33 09 00	I2958	 Gx	  0.5	16.0
11 45 48.1	+10 50 00	 3869	 Gx	     	13.0
11 45 48.1	+13 46 00	 3872	 Gx	  2.2	11.7
11 45 48.1	+08 33 00	 3874	 D*	     	
11 45 48.1	+19 46 00	 3875	 Gx	     	15.0
11 45 54.1	+50 12 00	 3870	 Gx	  1.3	13.0
11 46 00.1	+49 34 00	I 731	   	     	
11 46 00.1	+20 26 00	I 732	 Gx	  0.4	15.0
11 46 00.1	-08 10 00	I 733	   	     	
11 46 06.1	+47 30 00	 3877	 Gx	  5.4	12.0
11 46 06.1	-56 22 00	 3882	 Gx	     	
11 46 06.1	+33 06 00	I2959	 Gx	  1.1	15.0
11 46 12.1	+33 05 00	 3871	 Gx	     	15.0
11 46 12.1	+33 12 00	 3878	 Gx	     	15.0
11 46 12.1	+20 25 00	 3884	 Gx	     	14.0
11 46 12.1	-08 17 00	I 734	 Gx	  0.8	16.0
11 46 18.1	+33 10 00	 3880	 Gx	     	15.0
11 46 18.1	+34 59 00	I2960	 Gx	     	16.0
11 46 30.1	+33 07 00	 3881	 Gx	     	15.0
11 46 48.1	+20 42 00	 3883	 Gx	     	14.0
11 46 48.1	-27 55 00	 3885	 Gx	  1.7	13.0
11 46 54.1	+69 24 00	 3879	 Gx	     	13.0
11 47 06.1	+19 51 00	 3886	 Gx	     	14.0
11 47 06.1	-16 51 00	 3887	 Gx	  3.3	11.0
11 47 36.1	+55 58 00	 3888	 Gx	  1.8	13.0
11 47 48.1	+31 21 00	I2961	 Gx	     	15.0
11 47 54.1	+56 02 00	 3889	 Gx	     	16.0
11 48 00.1	+30 23 00	 3891	 Gx	     	13.0
11 48 00.1	-10 58 00	 3892	 Gx	  2.8	12.0
11 48 12.1	+10 13 00	I 735	   	     	
11 48 24.1	+12 43 00	I 736	 Gx	  0.4	15.0
11 48 30.1	+12 43 00	I 737	 Gx	  0.6	15.0
11 48 36.1	+48 43 00	 3893	 Gx	  4.4	11.0
11 48 48.1	+59 25 00	 3894	 Gx	  2.4	13.0
11 48 54.1	+48 41 00	 3896	 Gx	  1.7	14.0
11 48 54.1	-04 41 00	I 738	   	     	
11 49 00.1	+35 01 00	 3897	 Gx	  2.1	14.0
11 49 06.1	+59 26 00	 3895	 Gx	  1.4	14.0
11 49 06.1	-37 30 00	 3903	 Gx	     	
11 49 06.1	-09 44 00	 3905	 Gx	  1.8	
11 49 06.1	-12 19 00	I2962	   	     	
11 49 12.1	+56 05 00	 3898	 Gx	  4.4	10.8
11 49 12.1	+26 28 00	 3899	  -	     	
11 49 12.1	+27 01 00	 3900	 Gx	  3.5	11.4
11 49 12.1	-29 17 00	 3904	 Gx	  2.2	11.0
11 49 18.1	+26 07 00	 3902	 Gx	  1.8	14.0
11 49 24.1	+74 20 00	 3890	 Gx	     	14.0
11 49 24.1	+24 57 00	 3911	 Gx	     	15.0
11 49 24.1	-05 07 00	I2963	 Gx	  1.1	14.0
11 49 30.1	-01 04 00	 3907	 Gx	     	14.0
11 49 36.1	-48 15 00	 3909	 OC	     	
11 49 42.1	+48 26 00	 3906	 Gx	  1.9	14.0
11 49 48.1	+12 02 00	I2964	   	     	
11 49 54.1	+12 11 00	 3908	 Gx	     	
11 49 59.7	+89 07 00	 3172	 Gx	  0.7	13.6
11 50 00.1	+21 22 00	 3910	 Gx	     	14.0
11 50 06.1	+26 29 00	 3912	 Gx	  1.7	13.0
11 50 06.1	+24 57 00	 3920	 Gx	     	14.0
11 50 18.1	-57 11 00	 3918	 Pl	  0.2	 8.0
11 50 24.1	+23 49 00	I 739	   	     	
11 50 24.1	-64 54 00	I2966	 Nb	  3.0	
11 50 30.1	-04 49 00	I 741	 Gx	  0.5	15.0
11 50 36.1	+55 21 00	 3913	 Gx	  2.6	13.0
11 50 36.1	+06 35 00	 3914	 Gx	     	14.0
11 50 36.1	-05 08 00	 3915	  -	     	
11 50 36.1	+20 01 00	 3919	 Gx	     	14.0
11 50 36.1	+55 21 00	I 740	 Gx	  2.7	13.0
11 50 48.1	+55 09 00	 3916	 Gx	  1.8	15.0
11 50 48.1	+51 50 00	 3917	 Gx	  4.9	12.0
11 50 48.1	+30 52 00	I2967	 Gx	  0.3	15.0
11 50 54.1	-55 42 00	 3960	 OC	  7.0	 8.3
11 51 00.1	-28 48 00	 3923	 Gx	  2.9	10.1
11 51 00.1	+20 48 00	I 742	 Gx	  1.3	15.0
11 51 06.1	+55 05 00	 3921	 Gx	  2.2	13.0
11 51 12.1	+50 11 00	 3922	 Gx	     	14.0
11 51 12.1	+52 00 00	 3931	 Gx	  1.4	15.0
11 51 18.1	+21 55 00	 3925	 Gx	     	15.0
11 51 24.1	-11 24 00	 3942	 Gx	     	14.0
11 51 30.1	+22 03 00	 3926	 Gx	     	14.0
11 51 36.1	+28 09 00	 3927	  -	     	
11 51 42.1	+21 01 00	 3929	 Gx	     	14.0
11 51 48.1	+48 41 00	 3928	 Gx	  1.8	13.0
11 51 48.1	+38 01 00	 3930	 Gx	  3.8	12.0
11 52 00.1	+16 49 00	 3933	 Gx	     	14.0
11 52 12.1	+16 52 00	 3934	 Gx	     	15.0
11 52 18.1	-26 54 00	 3936	 Gx	  4.0	13.0
11 52 24.1	+32 25 00	 3935	 Gx	     	14.0
11 52 30.1	+48 28 00	 3932	 Gx	     	15.0
11 52 36.1	+50 01 00	 3924	 Gx	  1.9	15.0
11 52 36.1	+20 36 00	I2968	 Gx	  0.4	14.0
11 52 36.1	-03 52 00	I2969	 Gx	     	
11 52 42.1	+20 39 00	 3937	 Gx	     	14.0
11 52 42.1	+21 01 00	 3940	 Gx	     	14.0
11 52 48.1	+44 07 00	 3938	 Gx	  5.4	10.4
11 52 54.1	+36 59 00	 3941	 Gx	  3.8	11.0
11 52 54.1	+20 30 00	 3943	 Gx	     	14.0
11 53 06.1	+26 14 00	 3944	 Gx	     	14.0
11 53 12.1	+75 07 00	 3939	  -	     	
11 53 12.1	+60 41 00	 3945	 Gx	  5.5	10.6
11 53 12.1	-23 07 00	I2970	***	     	
11 53 24.1	+21 03 00	 3946	 Gx	     	15.0
11 53 24.1	+20 45 00	 3947	 Gx	  1.6	14.0
11 53 24.1	+20 59 00	 3948	 Gx	  0.5	15.0
11 53 24.1	-13 16 00	I 743	   	     	
11 53 30.1	+30 41 00	I2971	 Gx	     	16.0
11 53 42.1	+47 52 00	 3949	 Gx	  3.0	11.0
11 53 42.1	+47 56 00	 3950	 Gx	     	15.0
11 53 42.1	+23 24 00	 3951	 Gx	     	14.0
11 53 42.1	-04 00 00	 3952	 Gx	  1.5	13.0
11 53 42.1	+20 54 00	 3954	 Gx	     	14.0
11 53 42.1	-03 59 00	I2972	 Gx	  0.9	14.0
11 53 48.1	+52 20 00	 3953	 Gx	  6.6	10.1
11 53 48.1	+33 21 00	I2973	 Gx	  1.5	14.0
11 53 54.1	-05 09 00	I2974	 Gx	  2.8	
11 54 00.1	-23 10 00	 3955	 Gx	  3.2	11.9
11 54 00.1	-20 34 00	 3956	 Gx	  3.5	13.0
11 54 00.1	-19 34 00	 3957	 Gx	  3.5	13.0
11 54 00.1	-19 34 00	I2965	 Gx	  2.5	
11 54 06.1	+23 12 00	I 744	 Gx	     	16.0
11 54 12.1	-05 47 00	I2975	   	     	
11 54 18.1	+00 08 00	I 745	 Gx	  0.7	14.0
11 54 30.1	-02 43 00	I2976	   	     	
11 54 36.1	+58 22 00	 3958	 Gx	  1.6	13.0
11 54 36.1	-07 44 00	 3959	 Gx	     	14.0
11 54 42.1	-13 58 00	 3962	 Gx	  2.9	10.6
11 54 48.1	+28 16 00	 3964	 Gx	     	15.0
11 55 00.1	+69 20 00	 3961	 Gx	     	14.0
11 55 00.1	+58 30 00	 3963	 Gx	  2.8	12.0
11 55 06.1	-10 52 00	 3965	  -	     	
11 55 06.1	-18 56 00	 3969	 Gx	     	14.0
11 55 12.1	-07 50 00	 3967	 Gx	     	15.0
